"path","width","height","sha256","import_file","referencing_files","duplicate_hash_count","classification","proposed_canonical_id","migration_status","archive_status"
"res://assets/runtime/actors/warrior_up.png","56","64","265072CD77AC3AEA756511C0E8CCADB15D4112F57A4F2F59938AAFEB8739F692","res://assets/runtime/actors/warrior_up.png.import","assets/runtime/asset_manifest.json;assets/runtime/actors/warrior_frames.tres","1","CANONICAL","warrior_up","STAGED","BLOCKED"
"res://assets/runtime/audio/camp_theme.wav","0","0","3D1723F2325B11549721617FC20BE8091A6F74064CB77E3D4DFFC278725FEA82","res://assets/runtime/audio/camp_theme.wav.import","scenes/app/game_root.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","camp_theme","STAGED","BLOCKED"
"res://assets/runtime/audio/guard.wav","0","0","8BA5682F294CBC516DF5FE925378C7FF89D1F1FE1A37AFFAE1170F317C6DD26E","res://assets/runtime/audio/guard.wav.import","scenes/app/game_root.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","guard","STAGED","BLOCKED"
"res://assets/runtime/audio/hurt.wav","0","0","E7A16B85B67CDA1533697A92005BE5E35EDE3B70F8177FA36E03D2FED0015F2D","res://assets/runtime/audio/hurt.wav.import","scenes/app/game_root.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","hurt","STAGED","BLOCKED"
"res://assets/runtime/audio/moor_theme.wav","0","0","8CFDAA2A6D0C6A618F4708A6EB3523CB2A393402A42C48726D757141C3C82D51","res://assets/runtime/audio/moor_theme.wav.import","scenes/app/game_root.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","moor_theme","STAGED","BLOCKED"
"res://assets/runtime/audio/pickup.wav","0","0","0D6476706CACD2A80DD44168E040BE3F2147B7B613D61B421AC2CD967609DA95","res://assets/runtime/audio/pickup.wav.import","scenes/app/game_root.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","pickup","STAGED","BLOCKED"
"res://assets/runtime/audio/strike.wav","0","0","3329D1C4AFE6A338FE32D9251C18694731E2A5F483F022D5AD6948BBC3E758E7","res://assets/runtime/audio/strike.wav.import","scenes/app/game_root.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","strike","STAGED","BLOCKED"
"res://assets/runtime/combat/combat_atlas.png","256","256","3080EB9DB612AFE4244AE1C540BA2FA620D67CA47FB732F45704977B26554113","res://assets/runtime/combat/combat_atlas.png.import","assets/runtime/combat/wand_bolt_texture.tres;assets/runtime/combat/experience_texture.tres;assets/runtime/asset_manifest.json;assets/runtime/combat/runic_orb_texture.tres;assets/runtime/combat/ember_texture.tres;assets/runtime/combat/throwing_knife_texture.tres;assets/runtime/combat/hazard_texture.tres;assets/runtime/combat/caltrops_texture.tres;assets/runtime/combat/enemy_arrow_texture.tres;assets/runtime/combat/sling_stone_texture.tres;assets/runtime/combat/arrow_texture.tres;assets/runtime/combat/chakram_texture.tres","1","CANONICAL","combat_atlas","STAGED","BLOCKED"
"res://assets/runtime/combat/crossbow_bolt.png","64","64","16DD702278417A12A9D24A22117076DED1CAD54F779649BBB4F3440B643CA8F2","res://assets/runtime/combat/crossbow_bolt.png.import","assets/runtime/asset_manifest.json;scenes/combat/projectiles/crossbow_bolt.tscn;tools/split_projectile_atlas.gd","1","CANONICAL","crossbow_bolt","STAGED","BLOCKED"
"res://assets/runtime/combat/dagger.png","64","64","5E88C5696414D007A161C48252099E5A0A68DE6F70FBD56E038E2D728C863C30","res://assets/runtime/combat/dagger.png.import","scenes/combat/projectiles/dagger.tscn;assets/runtime/asset_manifest.json;tools/split_projectile_atlas.gd","1","CANONICAL","dagger","STAGED","BLOCKED"
"res://assets/runtime/combat/staff_bolt.png","64","64","6BE7907C9DD5F16FE3C63C0A5CA803FCA37D47CFF677D7AF026156C4D09FC0F8","res://assets/runtime/combat/staff_bolt.png.import","assets/runtime/asset_manifest.json;scenes/combat/projectiles/staff_bolt.tscn;tools/split_projectile_atlas.gd","1","CANONICAL","staff_bolt","STAGED","BLOCKED"
"res://assets/runtime/combat/witchfire.png","64","64","BFA9B053BBA402C6D4612D5905D5284F2411F287BBBD5E54634C68B31FE6D39F","res://assets/runtime/combat/witchfire.png.import","assets/runtime/asset_manifest.json;tools/split_projectile_atlas.gd;scenes/combat/projectiles/witchfire.tscn","1","CANONICAL","witchfire","STAGED","BLOCKED"
"res://assets/runtime/effects/actor_shadow.svg","0","0","61DB334AA0C7361880A797FFF617B1F79DADEF200207E3921B2F6B5E34DC2BBC","res://assets/runtime/effects/actor_shadow.svg.import","assets/runtime/asset_manifest.json;scenes/actors/shared/actor_shadow.tscn","1","CANONICAL","actor_shadow","STAGED","BLOCKED"
"res://assets/runtime/effects/arc.png","320","320","A9D5EB4E0B89470A89E0566C1A2DDD8FB3E8A473D7A5A8BC1B46CBFA036BB6DD","res://assets/runtime/effects/arc.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/arc.tscn","1","CANONICAL","arc","STAGED","BLOCKED"
"res://assets/runtime/effects/arcane.png","320","320","3B40BC419F2A83082A4E48FE01CD4DCF9F6009055A02FE4F116D40BB55F2E418","res://assets/runtime/effects/arcane.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/arcane.tscn","1","CANONICAL","arcane","STAGED","BLOCKED"
"res://assets/runtime/effects/burst.png","320","320","62CB694F821FD20ECD355F9E089C2A4DA23FCFE1A5E61AD42A3FFD293CFF0B93","res://assets/runtime/effects/burst.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/burst.tscn","1","CANONICAL","burst","STAGED","BLOCKED"
"res://assets/runtime/effects/campfire_flame_animation.png","672","96","919911FA3C0676D499291D8855EF63316ED8B2442F35FC5E7CA645879F89109D","res://assets/runtime/effects/campfire_flame_animation.png.import","scenes/world/structures/campfire.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","campfire_flame_animation","STAGED","BLOCKED"
"res://assets/runtime/effects/campfire_smoke_animation.png","672","96","A5B4E60EE85444D7F2D98FAE545271123FE1B7A5BFE061F47862A113074B3BED","res://assets/runtime/effects/campfire_smoke_animation.png.import","scenes/world/structures/campfire.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","campfire_smoke_animation","STAGED","BLOCKED"
"res://assets/runtime/effects/dash.png","320","320","FFC672F0CE5AFB721962B338E5C3A43492E4682DFB4DD32AC2B91E9348CDFB53","res://assets/runtime/effects/dash.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/dash.tscn","1","CANONICAL","dash","STAGED","BLOCKED"
"res://assets/runtime/effects/frost.png","320","320","86E2446523A73C701C31642034F1E4865633EFD2CC670223D9CDB442D9AB8529","res://assets/runtime/effects/frost.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/frost.tscn","1","CANONICAL","frost","STAGED","BLOCKED"
"res://assets/runtime/effects/guard.png","320","320","A45E1E3B18C434ED4A603A9485AFD9F6145CA48A18AD760C3F64FD08095116E9","res://assets/runtime/effects/guard.png.import","scenes/combat/effects/guard.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","guard","STAGED","BLOCKED"
"res://assets/runtime/effects/impact.png","320","320","2F4AB7CA3FA29577E2FE03FB8B60FB32301DAD9DD21DA726546E69EB04BF3CE0","res://assets/runtime/effects/impact.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/impact.tscn","1","CANONICAL","impact","STAGED","BLOCKED"
"res://assets/runtime/effects/lightning.png","320","320","6107880CFE7E7DA5F33E523BFB14BC7EF59932586E8DD79DC924D78D6D5380F3","res://assets/runtime/effects/lightning.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/lightning.tscn","1","CANONICAL","lightning","STAGED","BLOCKED"
"res://assets/runtime/effects/mark.png","320","320","240965CAFE6C97572F45DA41682A03A9739B896990AD9198D9806C3076C1F88C","res://assets/runtime/effects/mark.png.import","scenes/combat/effects/mark.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","mark","STAGED","BLOCKED"
"res://assets/runtime/effects/nova.png","320","320","1860B91021CB6139A9E9EC15E069095DEFB2EFC0BA491C46AC0395446D7D40E0","res://assets/runtime/effects/nova.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/nova.tscn","1","CANONICAL","nova","STAGED","BLOCKED"
"res://assets/runtime/effects/poison.png","320","320","447C2151BB916DE9D26D5DC2EBEC29128ED138CAE595ADDFE962DA87C792FB34","res://assets/runtime/effects/poison.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/poison.tscn","1","CANONICAL","poison","STAGED","BLOCKED"
"res://assets/runtime/effects/rain.png","320","320","A3D9DE71F5D22E8558E47129B40F80F4167ECF21AAAD78E988809A72C80ABFE8","res://assets/runtime/effects/rain.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/rain.tscn","1","CANONICAL","rain","STAGED","BLOCKED"
"res://assets/runtime/effects/ring.png","320","320","9E959F8EB38C19484281898A80F99092BE3F5F316E71ECA50CAE1EF6CAC8C58C","res://assets/runtime/effects/ring.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/ring.tscn","1","CANONICAL","ring","STAGED","BLOCKED"
"res://assets/runtime/effects/smoke.png","320","320","7D2307B4AFDBA288992C84DBB1BA4550D37DAFAD3F6B194A3B244A5D7ED2C2AE","res://assets/runtime/effects/smoke.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/smoke.tscn","1","CANONICAL","smoke","STAGED","BLOCKED"
"res://assets/runtime/effects/spark.png","320","320","5111509F193D9AA270872A6E08A9BF471776B92D56A67807EC6C17A83E0D916D","res://assets/runtime/effects/spark.png.import","scenes/combat/effects/spark.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","spark","STAGED","BLOCKED"
"res://assets/runtime/effects/thrust.png","320","320","820E3E0E54B18B9990518902C5F67C36E59FF71B431E6F93A23B85D7462BF407","res://assets/runtime/effects/thrust.png.import","assets/runtime/asset_manifest.json;scenes/combat/effects/thrust.tscn","1","CANONICAL","thrust","STAGED","BLOCKED"
"res://assets/runtime/enemies/archer.png","240","64","FD794CF904F645EEDA46C80D7D4B17B6D0F0298D1F31138ABE832A16107D6504","res://assets/runtime/enemies/archer.png.import","assets/runtime/enemies/archer_frames.tres;assets/runtime/asset_manifest.json","1","CANONICAL","archer","STAGED","BLOCKED"
"res://assets/runtime/enemies/barrow_knight.png","320","88","370812B6388E05A2856C01CC0256CFF6EA62DD1A58679FC81401D3148472C856","res://assets/runtime/enemies/barrow_knight.png.import","assets/runtime/asset_manifest.json;assets/runtime/enemies/barrow_knight_frames.tres","1","CANONICAL","barrow_knight","STAGED","BLOCKED"
"res://assets/runtime/enemies/blighted.png","224","68","D36A52D11D7E25793F52FB9F800F9E24152DE57FF8504FF46A736B782D2A8AAA","res://assets/runtime/enemies/blighted.png.import","assets/runtime/asset_manifest.json;assets/runtime/enemies/blighted_frames.tres","1","CANONICAL","blighted","STAGED","BLOCKED"
"res://assets/runtime/enemies/crow.png","272","56","D5D5CA3DA3D5B972FE5BDF8263D2F79D81F51068C74E2B460ACC8CE23F6C5036","res://assets/runtime/enemies/crow.png.import","assets/runtime/asset_manifest.json;assets/runtime/enemies/crow_frames.tres","1","CANONICAL","crow","STAGED","BLOCKED"
"res://assets/runtime/enemies/grave_guard.png","272","76","9A984203D4F7C8D53F27BC7017CC01948910E8A19F7514C1D09BE2B0CE542276","res://assets/runtime/enemies/grave_guard.png.import","assets/runtime/asset_manifest.json;assets/runtime/enemies/grave_guard_frames.tres","1","CANONICAL","grave_guard","STAGED","BLOCKED"
"res://assets/runtime/enemies/houndmaster.png","256","72","1C648643CEFED4E5D53F8C0DEA3E974E59B864EF40AE0AE7540F4F9549919BF4","res://assets/runtime/enemies/houndmaster.png.import","assets/runtime/asset_manifest.json;assets/runtime/enemies/houndmaster_frames.tres","1","CANONICAL","houndmaster","STAGED","BLOCKED"
"res://assets/runtime/enemies/raider.png","224","64","01CE72E253786FFA92B15F29C6EB666983D91176F65AEE3CBDDA44B050227F48","res://assets/runtime/enemies/raider.png.import","assets/runtime/asset_manifest.json;assets/runtime/enemies/raider_frames.tres","1","CANONICAL","raider","STAGED","BLOCKED"
"res://assets/runtime/enemies/reaver.png","240","68","5A398FCBBCD555A3B80F128968AE8CBC147E4880DEF6E0D24836CA15746DD503","res://assets/runtime/enemies/reaver.png.import","assets/runtime/asset_manifest.json;assets/runtime/enemies/reaver_frames.tres","1","CANONICAL","reaver","STAGED","BLOCKED"
"res://assets/runtime/enemies/wolf.png","240","48","0E4ADF91FF153B1AABECB0EEA1A870A04B97F93668C01D223AF72572C53E1747","res://assets/runtime/enemies/wolf.png.import","assets/runtime/enemies/wolf_frames.tres;assets/runtime/asset_manifest.json","1","CANONICAL","wolf","STAGED","BLOCKED"
"res://assets/runtime/fonts/AtkinsonHyperlegible-Bold.otf","0","0","682C9737BFB6C1D3BA4F9CD5FDC814775C097F317656AAD177867CC07D7E15DF","res://assets/runtime/fonts/AtkinsonHyperlegible-Bold.otf.import","scenes/ui/screens/settings_support/ashen_settings_hq_theme.tres;assets/runtime/asset_manifest.json;scenes/ui/theme/ashen_ui_theme.tres","1","CANONICAL","AtkinsonHyperlegible-Bold","STAGED","BLOCKED"
"res://assets/runtime/fonts/AtkinsonHyperlegible-Regular.otf","0","0","4A0397A3709C5FC99E38D05469DCFBF1B3481196E89A01B7377F3163B188258E","res://assets/runtime/fonts/AtkinsonHyperlegible-Regular.otf.import","scenes/ui/screens/settings_support/ashen_settings_hq_theme.tres;assets/runtime/asset_manifest.json;tests/smoke_game.gd;scenes/ui/theme/ashen_ui_theme.tres","1","CANONICAL","AtkinsonHyperlegible-Regular","STAGED","BLOCKED"
"res://assets/runtime/fonts/PixelifySans.ttf","0","0","9BA86CD010A4DE309D263CEFF8E8044092C9DB7EFDA869620CB9FF1C4389E8A5","res://assets/runtime/fonts/PixelifySans.ttf.import","assets/runtime/asset_manifest.json;tests/smoke_game.gd","1","CANONICAL","PixelifySans","STAGED","BLOCKED"
"res://assets/runtime/icons/icon-144.png","144","144","06BB718173A72698C4C855D91C18ACD16CE1752ABEC5D663B705F912945A14E1","res://assets/runtime/icons/icon-144.png.import","assets/runtime/asset_manifest.json;export_presets.cfg","1","CANONICAL","icon-144","STAGED","BLOCKED"
"res://assets/runtime/icons/icon-180.png","180","180","220CA3C8DA0C7455A469FB547F79DE075135A72F8B9598D749E9C40F12F3CB05","res://assets/runtime/icons/icon-180.png.import","assets/runtime/asset_manifest.json;export_presets.cfg","1","CANONICAL","icon-180","STAGED","BLOCKED"
"res://assets/runtime/icons/icon-512.png","512","512","F8924E5C864E643E74944799359D5A91C58E89839CAE74F802D5A32408C8CC94","res://assets/runtime/icons/icon-512.png.import","assets/runtime/asset_manifest.json;export_presets.cfg","1","CANONICAL","icon-512","STAGED","BLOCKED"
"res://assets/runtime/props/banner.png","39","72","E9364F9E13C5239179FC93B063AB28FF15991545EB6D4D8E760293F0A0108EDA","res://assets/runtime/props/banner.png.import","assets/runtime/asset_manifest.json;scenes/world/props/banner.tscn","1","CANONICAL","banner","STAGED","BLOCKED"
"res://assets/runtime/props/barrels.png","52","60","E9FB725A8A82C1A47277058FF5EB28F1E830BE0CB51E54F49D7895C2002C21CD","res://assets/runtime/props/barrels.png.import","scenes/world/props/barrels.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","barrels","STAGED","BLOCKED"
"res://assets/runtime/props/brazier.png","43","56","B04F03D4FDFC160066AC231919F021C5CB6A455C44D4F5B874F30762CFAA62A4","res://assets/runtime/props/brazier.png.import","assets/runtime/asset_manifest.json;scenes/world/props/brazier.tscn","1","CANONICAL","brazier","STAGED","BLOCKED"
"res://assets/runtime/props/crates.png","58","54","AC2E946B6BEA6E101B117CEA7FCB1EDE8A727D45FE0A18356CE37CD3470B4586","res://assets/runtime/props/crates.png.import","assets/runtime/asset_manifest.json;scenes/world/props/crates.tscn","1","CANONICAL","crates","STAGED","BLOCKED"
"res://assets/runtime/props/drying_rack.png","57","58","676B4234E44C876C3D41E4C91A94005149D53F7530498681AFAA23663072E7B0","res://assets/runtime/props/drying_rack.png.import","assets/runtime/asset_manifest.json;scenes/world/props/drying_rack.tscn","1","CANONICAL","drying_rack","STAGED","BLOCKED"
"res://assets/runtime/props/firewood.png","62","50","8BB4FE8A60CCA6EADFBB47FE88E284A713DA108801E8284F3A057A1C73CB052F","res://assets/runtime/props/firewood.png.import","assets/runtime/asset_manifest.json;scenes/world/props/firewood.tscn","1","CANONICAL","firewood","STAGED","BLOCKED"
"res://assets/runtime/props/handcart.png","67","60","083D30C1B2F64F57048EF93916EAC441B2CE617DE45D83EC811CA51804222D2B","res://assets/runtime/props/handcart.png.import","assets/runtime/asset_manifest.json;scenes/world/props/handcart.tscn","1","CANONICAL","handcart","STAGED","BLOCKED"
"res://assets/runtime/props/weapon_rack.png","60","68","161B2C5718AC7CB675EF8C09C568128B9DC6F40D4523A8B1D13CB21884568CE2","res://assets/runtime/props/weapon_rack.png.import","scenes/world/props/weapon_rack.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","weapon_rack","STAGED","BLOCKED"
"res://assets/runtime/structures/armory_0.png","128","112","0C23BF7AB0E3D223A98B4FCB7317855D3347BC6E9CA4AC21E15695F1FAB47F38","res://assets/runtime/structures/armory_0.png.import","assets/runtime/asset_manifest.json;scenes/world/structures/armory_tier_0.tscn","1","CANONICAL","armory_0","STAGED","BLOCKED"
"res://assets/runtime/structures/armory_1.png","128","112","17D48DCC652D924206E13EFBCBE180C63B2DC878C8F476D5F767CEA9A421175B","res://assets/runtime/structures/armory_1.png.import","scenes/world/structures/armory_tier_1.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","armory_1","STAGED","BLOCKED"
"res://assets/runtime/structures/armory_2.png","128","112","7673E3BFD878D9B9374EFA1FCA60A3A95D63F32178CC554F6AE171C60A53C3D4","res://assets/runtime/structures/armory_2.png.import","assets/runtime/asset_manifest.json;scenes/world/structures/armory_tier_2.tscn","1","CANONICAL","armory_2","STAGED","BLOCKED"
"res://assets/runtime/structures/armory_3.png","128","112","1D0A9A2D1B3C7DA36DCB5874A07273F128425D2FA3F5FDFF9338428BCBF4E6FD","res://assets/runtime/structures/armory_3.png.import","assets/runtime/asset_manifest.json;scenes/world/structures/armory_tier_3.tscn","1","CANONICAL","armory_3","STAGED","BLOCKED"
"res://assets/runtime/structures/blacksmith_0.png","128","112","F8B3CF67B6952F0DF9F50406DCC350DD5C3EF0932EC948E696EA6250AE2E6EA3","res://assets/runtime/structures/blacksmith_0.png.import","assets/runtime/asset_manifest.json;scenes/world/structures/blacksmith_tier_0.tscn","1","CANONICAL","blacksmith_0","STAGED","BLOCKED"
"res://assets/runtime/structures/blacksmith_1.png","128","112","334AF281F30907843200700F72DA0D5694FE4A73D067192E7191765E91756430","res://assets/runtime/structures/blacksmith_1.png.import","scenes/world/structures/blacksmith_tier_1.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","blacksmith_1","STAGED","BLOCKED"
"res://assets/runtime/structures/blacksmith_2.png","128","112","98C601DEA3A1EE48531B12DDCE3983897900FF00EDA8D43DC6D60A032903349E","res://assets/runtime/structures/blacksmith_2.png.import","assets/runtime/asset_manifest.json;scenes/world/structures/blacksmith_tier_2.tscn","1","CANONICAL","blacksmith_2","STAGED","BLOCKED"
"res://assets/runtime/structures/blacksmith_3.png","128","112","59840FD42396BD728A09A5A740DF98DA83C792149CB11B811CF3FDDB1E545522","res://assets/runtime/structures/blacksmith_3.png.import","assets/runtime/asset_manifest.json;scenes/world/structures/blacksmith_tier_3.tscn","1","CANONICAL","blacksmith_3","STAGED","BLOCKED"
"res://assets/runtime/structures/campfire.png","512","392","0D34CE2279526CE583959A06E4AD6C7B92C218EA96BBD786F581B0AF6DA6FE9F","res://assets/runtime/structures/campfire.png.import","assets/runtime/asset_manifest.json","1","CANONICAL","campfire","STAGED","BLOCKED"
"res://assets/runtime/structures/campfire_base.png","112","96","A94BB8478B693E3F48338941AED5AB7A1C0C58EB22F588D82F572C8ACC2D83CF","res://assets/runtime/structures/campfire_base.png.import","scenes/world/structures/campfire.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","campfire_base","STAGED","BLOCKED"
"res://assets/runtime/structures/campfire_base_outline.png","112","96","5F9EC2E8266D462E4355D17065DFDEDEE9F5959531B32A7381520708BF5B1FD0","res://assets/runtime/structures/campfire_base_outline.png.import","scenes/world/structures/campfire.tscn;assets/runtime/asset_manifest.json","1","CANONICAL","campfire_base_outline","STAGED","BLOCKED"
"res://assets/runtime/structures/construction_plot.png","129","84","3C7A8C23ECCAE90EFC765EF8811F641690E32161C3DD6D8232BE33CEA5EDBC26","res://assets/runtime/structures/construction_plot.png.import","assets/runtime/asset_manifest.json;scenes/world/camp/construction_plot.tscn;tools/build_authored_world_scenes.gd","1","CANONICAL","construction_plot","STAGED","BLOCKED"
"res://assets/runtime/structures/construction_plot_outline.png","108","66","A46E725895434915B00E8576A0F64CA404ECBA7F34518F3143A7DAC1624C61A6","res://assets/runtime/structures/construction_plot_outline.png.import","assets/runtime/asset_manifest.json;scenes/world/camp/construction_plot.tscn;tools/build_authored_world_scenes.gd","1","CANONICAL","construction_plot_outline","STAGED","BLOCKED"
"res://assets/runtime/structures/outlines/armory_0.png","128","112","C233E2E2B2F299312C62B7B40D0B595831928616BAAF86196AB3808829938A69","res://assets/runtime/structures/outlines/armory_0.png.import","assets/runtime/asset_manifest.json;scenes/world/structures/armory_tier_0.tscn","4","CANONICAL","armory_0","STAGED","BLOCKED"
"res://assets/runtime/structures/outlines/armory_1.png","128","112","C233E2E2B2F299312C62B7B40D0B595831928616BAAF86196AB3808829938A69","res://assets/runtime/structures/outlines/armory_1.png.import","scenes/world/structures/armory_tier_1.tscn;assets/runtime/asset_manifest.json","4","CANONICAL","armory_1","STAGED","BLOCKED"
"res://assets/runtime/structures/outlines/armory_2.png","128","112","C233E2E2B2F299312C62B7B40D0B595831928616BAAF86196AB3808829938A69","res://assets/runtime/structures/outlines/armory_2.png.import","assets/runtime/asset_manifest.json;scenes/world/structures/armory_tier_2.tscn","4","CANONICAL","armory_2","STAGED","BLOCKED"
"res://assets/runtime/structures/outlines/armory_3.png","128","112","C233E2E2B2F299312C62B7B40D0B595831928616BAAF86196AB3808829938A69","res://assets/runtime/structures/outlines/armory_3.png.import","assets/runtime/asset_manifest.json;scenes/world/structures/armory_tier_3.tscn","4","CANONICAL","armory_3","STAGED","BLOCKED"
"res://assets/runtime/structures/outlines/blacksmith_0.png","128","112","D0A5F3BA287453E5C2604FAD229E10C27BBE3B45EEDEF04D9616A1E73E8C6766","res://assets/runtime/structures/outlines/blacksmith_0.png.import","assets/runtime/asset_manifest.json;scenes/world/structures/blacksmith_tier_0.tscn","4","CANONICAL","blacksmith_0","STAGED","BLOCKED"
"res://assets/runtime/structures/outlines/blacksmith_1.png","128","112","D0A5F3BA287453E5C2604FAD229E10C27BBE3B45EEDEF04D9616A1E73E8C6766","res://assets/runtime/structures/outlines/blacksmith_1.png.import","scenes/world/structures/blacksmith_tier_1.tscn;assets/runtime/asset_manifest.json","4","CANONICAL","blacksmith_1","STAGED","BLOCKED"
